Date_Time,active_power,reactive_power,voltage,current_intensty,active_energy_kitchen,active_energy_laundry,active_energy_ac,other_active_energy,dow,trend,seasonal,resid
2007-01-14,3009.441999999998,227.27800000000008,343904.48000000004,12912.200000000012,1777.0,4215.0,12975.0,31190.36666666665,6,2358.597714285713,104.93403674284632,545.9102489714387
2007-01-15,2148.677999999998,174.86000000000035,347386.9100000001,9016.600000000002,1099.0,2239.0,15163.0,17310.299999999992,0,2547.9185714285704,-93.55681763948596,-305.6837537890864
2007-01-16,1686.4039999999998,185.42799999999988,348400.45000000007,7165.4000000000015,2063.0,644.0,6583.0,18816.73333333334,1,2311.5611428571424,-12.006617773530898,-613.1505250836117
2007-01-17,2847.687999999999,200.75199999999992,347047.5599999997,11928.799999999974,3500.0,5737.0,16064.0,22160.466666666638,2,2303.977999999999,-8.958347169135095,552.6683471691351
2007-01-18,1821.4620000000011,177.71199999999988,346886.7800000004,7693.199999999969,0.0,336.0,13491.0,16530.699999999983,3,2360.809428571428,-85.2560722978711,-454.09135627355556
2007-01-19,1480.4400000000028,170.05200000000036,345831.7599999997,6301.799999999997,2103.0,330.0,7172.0,15069.000000000022,4,2365.354571428571,-38.297789344109965,-846.6167820844582
2007-01-20,3133.7319999999963,238.3620000000003,343969.1600000002,13461.199999999972,4324.0,5222.0,11440.0,31242.866666666698,5,2378.3882857142853,133.14160748128668,622.2021068044244
2007-01-21,3407.261999999998,229.7360000000004,344114.09000000014,14674.600000000013,10346.0,5567.0,11599.0,29275.69999999996,6,2398.4119999999994,104.93403674284632,903.9159632571523
2007-01-22,2180.494,168.64200000000025,347908.5099999996,9151.59999999996,1054.0,2983.0,11361.0,20943.56666666668,0,2366.252285714285,-93.55681763948596,-92.20146807479878
2007-01-23,1777.6400000000003,138.27999999999986,349578.0799999998,7575.600000000039,0.0,1064.0,5061.0,23502.33333333339,1,2385.899714285713,-12.006617773530898,-596.2530965121816
2007-01-24,2987.853999999998,178.06000000000006,347699.07999999984,12576.400000000003,3464.0,2480.0,11744.0,32109.566666666622,2,2230.2339999999986,-8.958347169135095,766.5783471691345
2007-01-25,1596.3439999999975,144.16000000000005,350531.07999999996,6666.199999999996,1158.0,262.0,11239.0,13946.733333333344,3,2185.1377142857123,-85.2560722978711,-503.5376419878436
2007-01-26,1617.9719999999982,142.90199999999993,349591.3799999998,6798.800000000011,1163.0,261.0,8238.0,17304.200000000008,4,2156.8762857142833,-38.297789344109965,-500.6064963701752
2007-01-27,2044.0720000000008,148.2420000000001,347927.85999999975,8567.800000000025,1170.0,3896.0,12374.0,16627.866666666676,5,2146.898857142854,133.14160748128668,-235.9684646241399
2007-01-28,3091.587999999989,153.42599999999987,346039.2599999989,13148.999999999998,3466.0,3998.0,12063.0,31999.466666666638,6,2057.7414285714262,104.93403674284632,928.9125346857163
2007-01-29,1982.6640000000002,165.69599999999983,346938.62000000064,8336.000000000004,1123.0,294.0,15254.0,16373.399999999987,0,2011.0117142857127,-93.55681763948596,65.20910335377343
2007-01-30,1707.7979999999984,180.9340000000003,348250.86000000016,7240.600000000002,1123.0,1424.0,8149.0,17767.300000000003,1,2018.1208571428554,-12.006617773530898,-298.31623936932607
2007-01-31,2363.7520000000013,185.98800000000043,345486.4300000002,9969.999999999998,0.0,5950.0,15052.0,18393.86666666665,2,1799.780285714284,-8.958347169135095,572.9300614548524
2007-02-01,1269.2360000000006,190.34200000000055,348399.0399999998,5348.200000000001,0.0,348.0,6562.0,14243.933333333314,3,1638.2360000000003,-85.2560722978711,-283.74392770212864
2007-02-02,1667.7359999999976,139.54200000000006,346081.5200000003,7013.999999999979,0.0,356.0,11338.0,16101.599999999988,4,1498.3534285714288,-38.297789344109965,207.68036077267874
2007-02-03,515.6880000000006,107.00799999999968,346451.89999999973,2169.800000000006,0.0,340.0,1969.0,6285.799999999999,5,1466.4340000000004,133.14160748128668,-1083.8876074812865
2007-02-04,1960.7780000000037,174.33599999999993,346262.5700000001,8226.199999999992,1755.0,970.0,16641.0,13313.633333333326,6,1266.9025714285713,104.93403674284632,588.9413918285861
2007-02-05,1003.4860000000007,160.09199999999987,339238.19000000006,4523.799999999992,7.0,1490.0,3754.0,11473.76666666669,0,1231.2139999999995,-93.55681763948596,-134.17118236051286
2007-02-06,1484.361999999998,166.10799999999995,337635.40000000014,6442.600000000003,3971.0,1250.0,7633.0,11885.366666666649,1,1230.4614285714283,-12.006617773530898,265.9071892021006
2007-02-07,967.0319999999984,176.9239999999998,346567.4100000001,4215.9999999999845,1018.0,5281.0,3445.0,6373.199999999995,2,1470.9151428571415,-8.958347169135095,-494.924795688008
2007-02-08,1019.4159999999983,144.9539999999993,338193.49000000017,4445.400000000024,482.0,0.0,6869.0,9639.266666666648,3,1397.032857142855,-85.2560722978711,-292.36078484498546
2007-02-09,1662.467999999999,231.59800000000013,345665.27999999904,7224.799999999999,3613.0,1617.0,8806.0,13671.800000000023,4,1674.5617142857113,-38.297789344109965,26.20407505839757
2007-02-10,2198.8639999999923,161.82800000000037,343431.0599999996,9322.600000000013,508.0,8022.0,12815.0,15302.73333333334,5,1664.5879999999975,133.14160748128668,401.1343925187082
2007-02-11,1443.601999999999,93.36199999999997,344662.54,6051.7999999999765,1346.0,2115.0,12245.0,8354.033333333335,6,1883.3937142857117,104.93403674284632,-544.725751028559
2007-02-12,2946.1879999999965,325.08200000000045,346651.21,12410.800000000037,2090.0,6915.0,10636.0,29462.13333333332,0,2021.3837142857112,-93.55681763948596,1018.3611033537712
2007-02-13,1414.5460000000003,134.67799999999968,347280.2699999998,5967.0000000000055,0.0,2828.0,6256.0,14491.766666666686,1,2027.1065714285683,-12.006617773530898,-600.553953655037
2007-02-14,2498.6719999999964,202.5060000000002,346140.56,10533.80000000001,3295.0,3793.0,11579.0,22977.533333333362,2,2009.6848571428557,-8.958347169135095,497.9454900262758
2007-02-15,1985.3459999999977,165.9639999999999,346563.6799999994,8381.200000000003,0.0,2363.0,14028.0,16698.099999999977,3,2350.5648571428565,-85.2560722978711,-279.9627848449876
2007-02-16,1702.5279999999975,151.68599999999992,346782.16000000015,7266.9999999999545,1148.0,859.0,8689.0,17679.46666666663,4,2242.0542857142855,-38.297789344109965,-501.228496370178
2007-02-17,2076.9120000000025,238.96800000000033,344615.0899999997,8826.000000000005,1765.0,2226.0,7157.0,23467.200000000004,5,2489.9660000000003,133.14160748128668,-546.1956074812845
2007-02-18,3829.762000000007,255.52200000000042,344405.96000000066,16183.99999999997,6107.0,8003.0,13129.0,36590.366666666756,6,2429.1377142857154,104.93403674284632,1295.6902489714453
2007-02-19,2186.6139999999978,176.58400000000003,345297.00000000023,9276.800000000014,1634.0,2900.0,13085.0,18824.566666666648,0,2627.567714285715,-93.55681763948596,-347.3968966462311
2007-02-20,3149.928000000004,187.15799999999962,345406.2400000003,13202.60000000007,2058.0,5191.0,9713.0,35536.79999999995,1,2571.9894285714304,-12.006617773530898,589.9451892021045
2007-02-21,2072.8740000000025,189.87000000000026,346263.78999999905,8747.199999999999,3527.0,2332.0,11548.0,17140.899999999976,2,2377.41942857143,-8.958347169135095,-295.5870814022926
2007-02-22,3374.3559999999957,138.45999999999978,343628.61999999924,14214.199999999963,1411.0,4132.0,12287.0,38409.26666666662,3,1901.987714285715,-85.2560722978711,1557.6243580121518
2007-02-23,1313.4800000000025,149.34400000000005,346587.7899999994,5508.599999999931,0.0,503.0,10786.0,10602.333333333323,4,1670.8262857142868,-38.297789344109965,-319.0484963701743
2007-02-24,714.9220000000016,122.20199999999963,345402.8700000003,3003.600000000036,0.0,363.0,3562.0,7990.366666666678,5,1294.8525714285715,133.14160748128668,-713.0721789098566
2007-02-25,501.74000000000103,113.7359999999999,348021.42999999976,2105.600000000002,0.0,329.0,1660.0,6373.333333333355,6,1073.1239999999998,104.93403674284632,-676.318036742845
2007-02-26,568.484,108.27999999999987,347433.97000000015,2388.799999999999,0.0,331.0,2830.0,6313.733333333344,0,735.9380000000004,-93.55681763948596,-73.89718236051445
2007-02-27,518.1119999999974,113.20399999999992,349839.7500000004,2195.4000000000106,0.0,314.0,1924.0,6397.199999999985,1,1123.972571428571,-12.006617773530898,-593.8539536550427
2007-02-28,520.774000000001,113.37199999999986,348709.8099999995,2201.0000000000095,0.0,340.0,1973.0,6366.566666666662,2,1138.858285714285,-8.958347169135095,-609.125938545149
2007-03-01,1014.0540000000005,196.7280000000004,350722.2100000003,4340.199999999989,0.0,344.0,4765.0,11791.899999999992,3,1301.8697142857131,-85.2560722978711,-202.5596419878415
2007-03-02,4029.721999999996,245.82400000000007,344030.6800000002,17015.000000000022,4746.0,4573.0,17834.0,40009.03333333337,4,1376.4059999999988,-38.297789344109965,2691.613789344107
2007-03-03,819.1220000000008,134.99199999999985,347454.83999999985,3457.6000000000113,0.0,347.0,4597.0,8708.033333333333,5,1603.5365714285706,133.14160748128668,-917.5561789098565
2007-03-04,1642.819999999997,168.76,346327.14,6978.599999999989,3630.0,1042.0,7637.0,15071.333333333325,6,1680.5562857142847,104.93403674284632,-142.6703224571341
2007-03-05,1090.2379999999994,150.94199999999984,338594.24000000017,4762.999999999998,1906.0,1725.0,7836.0,6703.633333333335,0,1687.6005714285704,-93.55681763948596,-503.8057537890851
2007-03-06,2108.0259999999994,182.4580000000005,338057.82000000053,9148.199999999999,4985.0,7529.0,8334.0,14285.76666666667,1,1260.343428571428,-12.006617773530898,859.6891892021024
2007-03-07,1059.9119999999991,180.338,345869.1900000002,4652.200000000007,467.0,3214.0,4695.0,9289.199999999992,2,1326.2479999999991,-8.958347169135095,-257.3776528308649
2007-03-08,1063.364000000001,125.38799999999972,337659.26999999984,4618.399999999995,958.0,0.0,9139.0,7625.733333333308,3,1161.9237142857135,-85.2560722978711,-13.303641987841416
2007-03-09,1038.9219999999996,188.4219999999998,345053.29999999993,4508.199999999984,621.0,2515.0,5323.0,8856.366666666669,4,1257.8982857142853,-38.297789344109965,-180.67849637017576
2007-03-10,1280.453999999998,157.7379999999998,344535.9399999999,5471.999999999975,979.0,5024.0,3692.0,11645.900000000007,5,1141.058,133.14160748128668,6.254392518711228
2007-03-11,492.5499999999992,88.12399999999978,345874.3300000002,2065.3999999999996,0.0,282.0,1936.0,5991.166666666692,6,1245.8368571428573,104.93403674284632,-858.2208938857043
2007-03-12,1762.06,131.91399999999996,347154.61000000057,7438.4,1141.0,299.0,10428.0,17499.66666666669,0,1363.1868571428572,-93.55681763948596,492.4299604966287
2007-03-13,1290.1440000000034,126.71799999999979,346893.06999999995,5480.200000000006,1350.0,3859.0,5323.0,10970.399999999994,1,1457.9199999999998,-12.006617773530898,-155.76938222646552
2007-03-14,1793.3639999999998,157.52199999999974,346719.2999999994,7585.199999999995,3485.0,480.0,8607.0,17317.400000000005,2,1564.7251428571435,-8.958347169135095,237.5972043119914
2007-03-15,1884.8140000000012,159.32600000000022,346003.9099999996,7953.400000000007,0.0,3263.0,11036.0,17114.566666666702,3,1833.0817142857143,-85.2560722978711,136.98835801215805
2007-03-16,1702.053999999999,130.2079999999997,344919.0699999999,7189.000000000003,1106.0,4604.0,5370.0,17287.566666666666,4,1888.8614285714286,-38.297789344109965,-148.50963922731972
2007-03-17,2028.090000000002,127.06799999999969,343043.49999999977,8562.400000000001,2208.0,359.0,12275.0,18959.499999999978,5,2002.5877142857137,133.14160748128668,-107.63932176699839
2007-03-18,2371.045999999996,241.45000000000047,347108.8600000005,10091.40000000002,6564.0,7369.0,5856.0,19728.433333333367,6,2052.4059999999995,104.93403674284632,213.70596325715036
2007-03-19,2152.5179999999987,144.76400000000004,346315.81000000046,9046.000000000004,1648.0,2686.0,14118.0,17423.29999999999,0,1991.0008571428564,-93.55681763948596,255.07396049662825
2007-03-20,2086.2279999999996,164.87000000000003,346774.5199999999,8857.799999999961,3745.0,2837.0,11255.0,16933.466666666685,1,1934.851428571428,-12.006617773530898,163.38318920210256
2007-03-21,2142.0920000000006,142.83000000000007,347020.77000000025,8981.599999999995,1865.0,4133.0,12335.0,17368.533333333333,2,2069.185714285714,-8.958347169135095,81.86463288342179
2007-03-22,1454.9779999999998,113.82600000000001,348139.4799999998,6081.199999999984,353.0,736.0,10462.0,12698.633333333335,3,2207.3797142857147,-85.2560722978711,-667.1456419878438
2007-03-23,1309.008,119.48799999999996,347969.49000000034,5477.400000000015,1127.0,777.0,8369.0,11543.800000000012,4,2102.1745714285717,-38.297789344109965,-754.8687820844616
2007-03-24,2968.430000000003,191.02399999999994,345174.44,12532.80000000001,3707.0,5797.0,16382.0,23587.833333333336,5,1962.0191428571436,133.14160748128668,873.2692496615728
2007-03-25,3338.404000000002,236.1240000000002,345644.24000000046,14000.000000000002,4630.0,3600.0,9375.0,38035.066666666666,6,1989.4200000000008,104.93403674284632,1244.0499632571548
2007-03-26,1416.0819999999994,160.96600000000055,347525.0099999994,6023.600000000003,1088.0,344.0,9096.0,13073.366666666667,0,2008.766857142858,-93.55681763948596,-499.12803950337263
2007-03-27,1105.1399999999999,151.7259999999999,346466.85000000044,4747.000000000013,0.0,3019.0,3697.0,11703.0,1,2022.1077142857148,-12.006617773530898,-904.961096512184
2007-03-28,2333.8980000000015,196.51799999999974,346240.23999999964,9870.599999999986,1122.0,8527.0,13888.0,15361.300000000007,2,2099.404857142857,-8.958347169135095,243.45149002627954
2007-03-29,1590.405999999999,198.69600000000005,346372.82999999996,6734.600000000019,1162.0,460.0,10724.0,14160.766666666657,3,2088.1202857142844,-85.2560722978711,-412.4582134164142
2007-03-30,1402.3939999999977,181.12799999999973,347096.49000000034,6032.999999999994,1094.0,468.0,8217.0,13594.233333333344,4,2399.52857142857,-38.297789344109965,-958.8367820844624
2007-03-31,3509.510000000001,231.5040000000003,344535.51000000007,14781.19999999998,2620.0,7707.0,17682.0,30482.83333333335,5,2540.3228571428563,133.14160748128668,836.0455353758582
2007-04-01,3259.4119999999907,202.30199999999982,345240.43000000005,13648.6,1051.0,7597.0,10896.0,34779.53333333334,6,2500.0328571428554,104.93403674284632,654.445106114289
2007-04-02,3595.9400000000023,186.49400000000028,345071.9999999993,15214.199999999995,3391.0,4597.0,14472.0,37472.33333333331,0,2415.4217142857133,-93.55681763948596,1274.075103353775
2007-04-03,2090.700000000001,175.6820000000002,345642.9100000004,8867.799999999988,1476.0,8711.0,9408.0,15250.00000000001,1,2345.3108571428565,-12.006617773530898,-242.60423936932446
2007-04-04,2051.867999999997,172.31800000000018,346077.7699999999,8620.199999999975,3434.0,420.0,14748.0,15595.79999999999,2,1987.2965714285706,-8.958347169135095,73.52977574056172
2007-04-05,998.1280000000025,174.73999999999953,339422.67999999976,4432.399999999979,2259.0,538.0,3990.0,9848.466666666649,3,1685.2362857142862,-85.2560722978711,-601.8522134164125
2007-04-06,911.6179999999988,223.19199999999927,338037.2200000001,4063.999999999995,1585.0,836.0,4533.0,8239.633333333335,4,1397.951142857143,-38.297789344109965,-448.0353535130342
2007-04-07,1003.4100000000022,253.3339999999993,346549.8700000001,4457.399999999993,2329.0,2218.0,5632.0,6544.50000000002,5,1316.2022857142854,133.14160748128668,-445.9338931955698
2007-04-08,1144.9899999999977,139.22599999999989,338770.39999999985,4971.399999999979,552.0,398.0,7966.0,10167.16666666668,6,1235.3191428571427,104.93403674284632,-195.26317959999125
2007-04-09,1584.9440000000009,179.62600000000023,345109.92000000033,6848.599999999982,2928.0,3501.0,9821.0,10165.733333333332,0,1388.1059999999998,-93.55681763948596,290.3948176394871
2007-04-10,1518.457999999999,138.44800000000038,344455.3100000002,6414.5999999999785,2400.0,444.0,9710.0,12753.633333333311,1,1336.592285714286,-12.006617773530898,193.87233205924392
2007-04-11,1485.685999999998,138.80199999999994,345895.95,6313.000000000001,0.0,4387.0,7068.0,13306.433333333347,2,1272.429142857143,-8.958347169135095,222.2152043119902
2007-04-12,2067.6360000000022,145.016,347811.8099999996,8705.00000000001,1012.0,5828.0,8561.0,19059.600000000002,3,1212.5968571428577,-85.2560722978711,940.2952151550156
2007-04-13,551.0220000000013,151.64000000000001,345672.6999999999,2366.400000000003,0.0,558.0,1988.0,6637.699999999988,4,1122.2320000000002,-38.297789344109965,-532.9122106558889
2007-04-14,554.2680000000017,155.60999999999962,346050.93000000075,2377.9999999999977,0.0,578.0,2008.0,6651.800000000007,5,1080.128571428572,133.14160748128668,-659.002178909857
2007-04-15,726.1640000000002,171.5439999999992,345940.83000000013,3148.5999999999976,0.0,1026.0,2893.0,8183.733333333344,6,1010.4942857142867,104.93403674284632,-389.2643224571328
2007-04-16,952.3899999999998,186.07399999999967,346546.27999999915,4136.399999999995,952.0,1305.0,4656.0,8960.166666666662,0,862.0688571428583,-93.55681763948596,183.87796049662742
2007-04-17,1223.7340000000017,218.35399999999976,345881.76000000007,5314.7999999999965,1532.0,389.0,6199.0,12275.566666666655,1,900.862857142858,-12.006617773530898,334.8777606306746
2007-04-18,998.2460000000003,165.2239999999997,345811.36000000016,4313.399999999983,1579.0,355.0,3430.0,11273.433333333325,2,1060.775428571429,-8.958347169135095,-53.57108140229366
2007-04-19,1028.6580000000035,149.65999999999983,346218.9700000001,4400.399999999994,733.0,1605.0,5748.0,9058.299999999981,3,1276.1397142857147,-85.2560722978711,-162.22564198784008
2007-04-20,822.5799999999997,145.64599999999976,345791.3700000005,3592.5999999999985,1069.0,360.0,3499.0,8781.666666666659,4,1290.7362857142862,-38.297789344109965,-429.8584963701765
2007-04-21,1673.655999999998,212.65799999999982,344467.05999999976,7251.4,6575.0,463.0,11129.0,9727.266666666665,5,1263.3600000000001,133.14160748128668,277.1543925187111
2007-04-22,2233.714000000001,267.1940000000004,345036.79000000044,9631.40000000001,4264.0,2287.0,11102.0,19575.56666666668,6,1301.348,104.93403674284632,827.4319632571546
2007-04-23,1054.5659999999993,135.64000000000013,341619.32999999967,4700.4,1402.0,506.0,6005.0,9663.1,0,1336.6062857142851,-93.55681763948596,-188.48346807479984
2007-04-24,1032.0999999999995,135.26399999999984,338896.6899999999,4528.599999999987,1125.0,527.0,6680.0,8869.666666666662,1,1375.4279999999992,-12.006617773530898,-331.32138222646887
2007-04-25,1264.1619999999994,164.7360000000001,338315.1999999998,5555.600000000018,0.0,1469.0,8812.0,10788.366666666667,2,1295.433428571428,-8.958347169135095,-22.31308140229362
2007-04-26,1275.4660000000006,163.6059999999997,338093.7099999996,5650.199999999991,1324.0,1845.0,7163.0,10925.766666666685,3,1135.4305714285708,-85.2560722978711,225.29150086930085
2007-04-27,1094.3319999999985,161.92799999999994,338711.2799999997,4769.999999999999,1772.0,545.0,4756.0,11165.866666666674,4,1101.175428571428,-38.297789344109965,31.454360772680452
2007-04-28,1113.6939999999993,163.7439999999999,338660.2399999997,4850.399999999998,1772.0,563.0,4756.0,11470.566666666678,5,1341.3559999999984,133.14160748128668,-360.8036074812858
2007-04-29,1113.6939999999993,163.7439999999999,338660.2399999997,4850.399999999998,1772.0,563.0,4756.0,11470.566666666678,6,1395.8014285714269,104.93403674284632,-387.0414653142739
2007-04-30,814.7799999999996,160.95999999999967,338452.48,3613.3999999999814,1214.0,853.0,3299.0,8213.666666666668,0,1593.6394285714268,-93.55681763948596,-685.3026109319412
2007-05-01,2713.3639999999928,173.15399999999977,346313.89999999985,11354.600000000008,1483.0,379.0,7602.0,35758.733333333366,1,1700.7459999999987,-12.006617773530898,1024.624617773525
2007-05-02,1645.2799999999997,147.22799999999984,346766.85,6941.400000000003,896.0,2564.0,7849.0,16112.333333333323,2,1764.939999999999,-8.958347169135095,-110.70165283086408
2007-05-03,2660.332000000001,205.95599999999956,345644.5100000001,11290.000000000024,5727.0,12109.0,10026.0,16476.86666666667,3,1814.2539999999992,-85.2560722978711,931.3340722978727
2007-05-04,1844.078,244.53800000000038,347289.26999999984,7907.799999999999,1086.0,4277.0,10523.0,14848.633333333306,4,1848.8982857142848,-38.297789344109965,33.4775036298251
2007-05-05,1563.052000000002,174.10200000000026,338450.4300000003,6819.999999999994,2913.0,2493.0,11303.0,9341.86666666668,5,1573.7174285714282,133.14160748128668,-143.8070360527129
2007-05-06,1458.8920000000016,255.69199999999998,337957.58000000054,6429.800000000007,4484.0,1027.0,6448.0,12355.86666666668,6,1515.3305714285714,104.93403674284632,-161.37260817141606
2007-05-07,1057.2899999999977,246.7160000000008,346239.99999999994,4655.7999999999965,2922.0,770.0,3973.0,9956.499999999989,0,1334.4391428571425,-93.55681763948596,-183.5923252176589
2007-05-08,787.0979999999959,151.25399999999982,338565.99000000017,3509.0000000000427,169.0,0.0,6647.0,6302.299999999974,1,1285.3697142857143,-12.006617773530898,-486.26509651218754
2007-05-09,1236.5720000000028,148.86399999999998,344373.3499999998,5324.599999999995,0.0,4144.0,6705.0,9760.53333333334,2,1369.6651428571422,-8.958347169135095,-124.13479568800426
2007-05-10,1394.0919999999992,150.6360000000002,343911.03999999963,5889.200000000015,0.0,351.0,9425.0,13458.86666666668,3,1394.785999999999,-85.2560722978711,84.56207229787137
2007-05-11,1500.5920000000015,131.3499999999999,345109.1200000002,6330.599999999972,1265.0,397.0,6583.0,16764.866666666683,4,1453.4277142857138,-38.297789344109965,85.4620750583976
2007-05-12,2153.1199999999985,178.39799999999988,347368.15,9141.399999999987,3422.0,295.0,10919.0,21249.33333333331,5,1470.1840000000002,133.14160748128668,549.7943925187117
2007-05-13,1634.7379999999973,220.67000000000036,339420.54000000004,7155.600000000011,3612.0,2414.0,8958.0,12261.633333333348,6,1535.3799999999997,104.93403674284632,-5.576036742848643
2007-05-14,1467.7820000000015,298.552,339393.6999999997,6586.799999999998,3176.0,2417.0,5517.0,13353.033333333327,0,1512.1977142857138,-93.55681763948596,49.14110335377367
2007-05-15,904.3919999999999,111.18199999999969,339281.26999999996,3935.9999999999573,0.0,408.0,5318.0,9347.200000000012,1,1530.9031428571418,-12.006617773530898,-614.5045250836109
2007-05-16,1692.9439999999995,135.89399999999972,338775.57000000036,7303.399999999991,2213.0,5756.0,9077.0,11169.733333333334,2,1427.5205714285703,-8.958347169135095,274.3817757405643
2007-05-17,1231.8159999999984,131.18799999999976,339650.57999999967,5358.199999999992,1014.0,2073.0,7687.0,9756.266666666688,3,1475.1762857142849,-85.2560722978711,-158.10421341641532
2007-05-18,1631.5299999999977,171.25800000000015,339832.2199999991,7022.4000000000015,3270.0,3913.0,8116.0,11893.166666666666,4,1425.501999999999,-38.297789344109965,244.3257893441086
2007-05-19,1429.4419999999977,167.8580000000003,338320.3999999995,6219.800000000013,4683.0,530.0,7022.0,11589.033333333327,5,1458.1391428571417,133.14160748128668,-161.83875033843063
